datum_id,class_id,class_name,filename,file_id,clip_id,event_id,platform_id,cartridge_id,mic_id,channel_orientation,is_phone,day,duration_secs,split
1002,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-26.wav,QBdIBdZ0p0dz,26,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1003,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-27.wav,QBdIBdZ0p0dz,27,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1004,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-28.wav,QBdIBdZ0p0dz,28,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1005,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-29.wav,QBdIBdZ0p0dz,29,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,val
1006,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-30.wav,QBdIBdZ0p0dz,30,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1007,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-31.wav,QBdIBdZ0p0dz,31,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1008,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-32.wav,QBdIBdZ0p0dz,32,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1009,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-33.wav,QBdIBdZ0p0dz,33,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1010,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-34.wav,QBdIBdZ0p0dz,34,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1011,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-35.wav,QBdIBdZ0p0dz,35,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,test
1012,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-36.wav,QBdIBdZ0p0dz,36,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1013,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-37.wav,QBdIBdZ0p0dz,37,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1014,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-38.wav,QBdIBdZ0p0dz,38,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1015,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-39.wav,QBdIBdZ0p0dz,39,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,val
1016,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-40.wav,QBdIBdZ0p0dz,40,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1017,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-41.wav,QBdIBdZ0p0dz,41,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1018,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-42.wav,QBdIBdZ0p0dz,42,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1019,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-43.wav,QBdIBdZ0p0dz,43,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1020,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-44.wav,QBdIBdZ0p0dz,44,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1021,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-45.wav,QBdIBdZ0p0dz,45,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,test
1022,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-46.wav,QBdIBdZ0p0dz,46,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1023,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-47.wav,QBdIBdZ0p0dz,47,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1024,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-48.wav,QBdIBdZ0p0dz,48,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1025,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-49.wav,QBdIBdZ0p0dz,49,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,val
1026,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-50.wav,QBdIBdZ0p0dz,50,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1027,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-51.wav,QBdIBdZ0p0dz,51,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1028,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-52.wav,QBdIBdZ0p0dz,52,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1029,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-53.wav,QBdIBdZ0p0dz,53,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1030,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-54.wav,QBdIBdZ0p0dz,54,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1031,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-55.wav,QBdIBdZ0p0dz,55,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,test
1032,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-56.wav,QBdIBdZ0p0dz,56,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1033,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-57.wav,QBdIBdZ0p0dz,57,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1034,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-58.wav,QBdIBdZ0p0dz,58,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1035,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-59.wav,QBdIBdZ0p0dz,59,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,val
1036,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-60.wav,QBdIBdZ0p0dz,60,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1037,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-61.wav,QBdIBdZ0p0dz,61,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1038,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-62.wav,QBdIBdZ0p0dz,62,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1039,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-63.wav,QBdIBdZ0p0dz,63,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1040,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-64.wav,QBdIBdZ0p0dz,64,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1041,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-65.wav,QBdIBdZ0p0dz,65,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,test
1042,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-66.wav,QBdIBdZ0p0dz,66,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1043,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-67.wav,QBdIBdZ0p0dz,67,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1044,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-68.wav,QBdIBdZ0p0dz,68,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1045,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-69.wav,QBdIBdZ0p0dz,69,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,val
1046,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-70.wav,QBdIBdZ0p0dz,70,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1047,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-71.wav,QBdIBdZ0p0dz,71,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1048,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-72.wav,QBdIBdZ0p0dz,72,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1049,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-73.wav,QBdIBdZ0p0dz,73,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1050,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-QBdIBdZ0p0dz-74.wav,QBdIBdZ0p0dz,74,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,left,0,1,1,train
1051,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-0.wav,EmUfikHTAf_o,0,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,test
1052,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-1.wav,EmUfikHTAf_o,1,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1053,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-2.wav,EmUfikHTAf_o,2,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1054,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-3.wav,EmUfikHTAf_o,3,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1055,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-4.wav,EmUfikHTAf_o,4,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,val
1056,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-5.wav,EmUfikHTAf_o,5,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1057,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-6.wav,EmUfikHTAf_o,6,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1058,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-7.wav,EmUfikHTAf_o,7,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1059,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-8.wav,EmUfikHTAf_o,8,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1060,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-9.wav,EmUfikHTAf_o,9,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1061,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-10.wav,EmUfikHTAf_o,10,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,test
1062,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-11.wav,EmUfikHTAf_o,11,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1063,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-12.wav,EmUfikHTAf_o,12,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1064,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-13.wav,EmUfikHTAf_o,13,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1065,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-14.wav,EmUfikHTAf_o,14,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,val
1066,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-15.wav,EmUfikHTAf_o,15,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1067,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-16.wav,EmUfikHTAf_o,16,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1068,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-17.wav,EmUfikHTAf_o,17,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1069,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-18.wav,EmUfikHTAf_o,18,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1070,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-19.wav,EmUfikHTAf_o,19,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1071,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-20.wav,EmUfikHTAf_o,20,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,test
1072,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-21.wav,EmUfikHTAf_o,21,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1073,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-22.wav,EmUfikHTAf_o,22,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1074,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-23.wav,EmUfikHTAf_o,23,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1075,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-24.wav,EmUfikHTAf_o,24,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,val
1076,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-25.wav,EmUfikHTAf_o,25,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1077,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-26.wav,EmUfikHTAf_o,26,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1078,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-27.wav,EmUfikHTAf_o,27,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1079,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-28.wav,EmUfikHTAf_o,28,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1080,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-29.wav,EmUfikHTAf_o,29,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1081,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-30.wav,EmUfikHTAf_o,30,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,test
1082,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-31.wav,EmUfikHTAf_o,31,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1083,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-32.wav,EmUfikHTAf_o,32,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1084,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-33.wav,EmUfikHTAf_o,33,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1085,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-34.wav,EmUfikHTAf_o,34,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,val
1086,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-35.wav,EmUfikHTAf_o,35,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1087,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-36.wav,EmUfikHTAf_o,36,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1088,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-37.wav,EmUfikHTAf_o,37,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1089,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-38.wav,EmUfikHTAf_o,38,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1090,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-39.wav,EmUfikHTAf_o,39,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1091,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-40.wav,EmUfikHTAf_o,40,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,test
1092,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-41.wav,EmUfikHTAf_o,41,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1093,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-42.wav,EmUfikHTAf_o,42,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1094,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-43.wav,EmUfikHTAf_o,43,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1095,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-44.wav,EmUfikHTAf_o,44,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,val
1096,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-45.wav,EmUfikHTAf_o,45,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1097,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-46.wav,EmUfikHTAf_o,46,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1098,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-47.wav,EmUfikHTAf_o,47,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1099,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-48.wav,EmUfikHTAf_o,48,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1100,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-49.wav,EmUfikHTAf_o,49,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1101,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-50.wav,EmUfikHTAf_o,50,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,test
1102,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-51.wav,EmUfikHTAf_o,51,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1103,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-52.wav,EmUfikHTAf_o,52,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1104,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-53.wav,EmUfikHTAf_o,53,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1105,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-54.wav,EmUfikHTAf_o,54,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,val
1106,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-55.wav,EmUfikHTAf_o,55,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1107,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-56.wav,EmUfikHTAf_o,56,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1108,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-57.wav,EmUfikHTAf_o,57,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1109,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-58.wav,EmUfikHTAf_o,58,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
1110,2,.300 AAC Blackout,2-oh_farm-custom_ar15_300BLK_rb-ALICE-EmUfikHTAf_o-59.wav,EmUfikHTAf_o,59,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,ALICE,right,0,1,1,train
